POLY_NO,CUST_ID,CUST_ROLE,GOOD_CLSF_CDNM,CNTT_YM,CLLT_FP_PRNO,REAL_PAYM_TERM,SALE_CHNL_CODE,CNTT_STAT_CODE,EXPR_YM,PAYM_CYCL_CODE,MAIN_INSR_AMT,SUM_ORIG_PREM,MNTH_INCM_AMT
30727,4668,0,일반CI,200810,14276,20,7,1,999912,1,50000000,139500,2000000
30728,3985,2,일반CI,200810,29128,20,1,1,999912,1,33000000,167011,3500000
30729,16304,0,변액종신,200810,10808,20,1,B,999912,1,100000000,253400,2500000
30730,2384,0,변액CI,200810,11384,20,1,J,999912,1,30000000,109663,3000000
30731,8450,0,변액CI,200810,13316,20,1,B,999912,1,50000000,117750,3500000
30732,583,0,변액종신,200810,21577,20,1,B,999912,1,120000000,126871,3000000
30733,16515,0,변액종신,200810,13373,20,1,1,999912,1,100000000,325847,3000000
30734,16681,1,변액종신,200810,13860,20,6,B,999912,1,100000000,212200,3000000
30735,12686,1,일반연금,200810,11167,15,4,B,999912,1,12000000,100000,0
30736,4231,1,변액종신,200810,11779,20,1,B,999912,1,125000000,180300,3000000
30737,20678,5,일반CI,200810,2780,20,1,1,999912,1,30000000,160421,3000000
30738,6813,1,변액연금,200810,11397,5,7,J,999912,1,18000000,300249,0
30739,13496,1,일반CI,200810,21569,20,1,J,999912,1,50000000,166217,5000000
30740,10930,1,일반CI,200810,22026,27,1,1,999912,1,70000000,128600,2000000
30741,9435,0,변액CI,200810,25763,20,1,B,999912,1,50000000,117300,3000000
30742,3849,0,일반CI,200810,14223,20,1,3,999912,1,50000000,156500,3000000
30743,3849,1,일반CI,200810,14223,20,1,1,999912,1,50000000,131988,2000000
30744,19072,5,어린이,200810,8329,10,7,B,203302,1,25000000,42000,3000000
30745,19446,1,보장,200810,11161,20,4,1,204010,1,5000000,42010,0
30746,19446,0,보장,200810,11161,20,4,B,206710,1,5000000,19950,0
30747,12164,1,변액연금,200810,7401,5,1,B,999912,1,6000000,100088,3000000
30748,14421,1,보장,200810,4201,20,1,J,203910,1,121952000,50000,2000000
30749,1996,1,일반연금,200810,12267,10,6,1,999912,1,30000000,250000,6000000
30750,10409,2,변액CI,200810,30094,20,1,1,999912,1,50000000,181457,3000000
30751,7953,2,변액연금,200810,23553,3,1,2,999912,1,36000000,1000000,7000000
30752,4826,1,일반연금,200810,14229,10,1,B,999912,1,46800000,435213,10000000
30753,6785,1,변액종신,200810,6429,26,1,B,999912,1,100000000,256300,2500000
30754,19036,21,일반CI,200810,4338,20,1,1,999912,1,14000000,56913,1000000
30755,21024,5,일반CI,200810,30534,20,1,1,999912,1,50000000,136708,2000000
30756,6037,5,일반CI,200810,13998,20,1,B,999912,1,30000000,117336,2500000
30757,2005,1,일반CI,200810,13763,20,1,B,999912,1,20000000,71600,1500000
30758,10272,2,일반CI,200810,956,20,1,1,999912,1,30000000,57500,3000000
30759,14021,0,변액CI,200810,21623,20,1,1,999912,1,30000000,88739,10000000
30760,354,1,일반연금,200810,25893,7,1,2,999912,1,16800000,200000,3000000
30761,13058,1,변액CI,200810,12593,20,7,1,999912,1,40000000,112860,4000000
30762,2993,0,변액CI,200810,11608,20,7,1,999912,1,50000000,71700,1000000
30763,22111,1,변액연금,200810,13606,5,1,B,999912,1,12000000,200000,1200000
30764,14021,0,변액CI,200810,21623,20,1,1,999912,1,30000000,99723,3000000
30765,8508,1,변액연금,200810,7058,5,1,B,999912,1,39600000,660667,7000000
30766,5647,0,어린이,200810,14123,10,1,B,203310,1,25000000,38350,1500000
30767,19051,0,일반CI,200810,7667,20,1,B,999912,1,50000000,217910,3000000
30768,13696,5,일반종신,200810,22586,10,1,I,999912,1,13000000,100360,3000000
30769,3858,0,어린이,200810,9596,10,1,B,203810,1,25000000,37200,2000000
30770,8742,1,어린이저축,200810,13977,15,1,B,202610,1,42000000,350714,4000000
30771,21449,2,정기,200810,25906,20,1,1,206310,1,30000000,55676,3000000
30772,10280,5,일반CI,200810,30446,20,1,1,999912,1,55000000,25079,6000000
30773,6771,5,정기,200810,13700,20,7,1,206210,1,100000000,103000,2000000
30774,10304,2,어린이,200810,27369,5,1,B,202610,1,9502263,21000,2000000
30775,15855,5,변액연금,200810,13985,7,1,B,999912,1,8400000,100199,3000000
30776,4242,1,변액연금,200811,11325,5,1,B,999912,1,18000000,300264,1300000
30777,16765,5,일반연금,200810,28114,7,1,B,999912,1,28560000,340857,3000000
30778,4632,1,일반종신,200810,14159,20,1,I,999912,1,100000000,173400,2000000
30779,7511,1,변액종신,200810,7982,22,1,1,999912,1,20000000,108908,3000000
30780,2915,1,일반CI,200810,22462,20,1,1,999912,1,50000000,229469,4000000
30781,3597,2,일반CI,200810,9769,20,7,1,999912,1,100000000,164300,4000000
30782,14251,5,일반CI,200810,13978,20,1,1,999912,1,60000000,165270,5000000
30783,2633,1,변액연금,200810,14156,5,7,B,999912,1,60000000,1000000,7000000
30784,17314,1,정기,200811,29875,20,1,B,204111,1,30000000,72858,6000000
30785,17314,0,보장,200811,29875,20,1,1,207111,1,20000000,33799,3000000
30786,13748,0,일반CI,200810,12581,30,7,B,999912,1,40000000,108700,0
30787,3391,1,일반CI,200810,13547,20,1,1,999912,1,60000000,166700,3000000
30788,5758,1,일반CI,200810,4081,20,1,B,999912,1,50000000,137942,1000000
30789,19753,2,일반CI,200810,21117,20,1,1,999912,1,50000000,121663,3000000
30790,14357,0,변액CI,200810,24526,20,1,B,999912,1,55000000,126910,3000000
30791,22154,1,변액저축,200811,13268,999,2,B,999912,1,10000000,300000,2000000
30792,1970,21,어린이저축_변액,200810,13030,999,1,B,999912,1,10000000,102158,3000000
30793,11675,0,변액저축,200810,9678,999,1,J,999912,1,25000000,1000000,3000000
30794,19878,1,일반CI,200810,25599,20,1,1,999912,1,30000000,132648,3000000
30795,14854,21,일반CI,200810,13640,26,1,I,999912,1,40000000,122874,4000000
30796,3434,1,일반CI,200810,13930,20,1,B,999912,1,50000000,126113,3000000
30797,3434,0,일반CI,200810,13930,20,1,1,999912,1,40000000,167017,3000000
30798,2993,1,변액CI,200810,11608,22,7,1,999912,1,30000000,86480,1000000
30799,2908,0,일반CI,200810,20519,20,1,B,999912,1,37835000,70000,3000000
30800,8044,1,변액연금,200810,27191,5,1,B,999912,1,6000000,100080,1000000
30801,19632,1,변액연금,200811,6449,15,1,E,999912,1,24000000,200668,4000000
30802,21318,1,일반종신,200810,23383,20,1,B,999912,1,80000000,120800,2500000
30803,20822,0,보장,200811,7230,20,1,J,206711,1,20000000,20736,2000000
30804,12760,5,변액연금,200810,4491,5,1,E,999912,1,12000000,200202,3000000
30805,20822,0,보장,200811,7230,20,1,B,206911,1,20000000,19620,2000000
30806,603,5,변액연금,200810,24595,10,1,B,999912,1,120000000,1001590,5000000
30807,8198,2,어린이,200810,13687,7,1,B,202910,1,7029413,15000,2000000
30808,15284,1,변액연금,200810,13925,10,1,B,999912,1,42000000,350949,3000000
30809,17475,5,일반연금,200810,14051,10,7,B,999912,1,24000000,200482,2000000
30810,4079,1,변액연금,200810,9212,3,1,B,999912,1,10800000,300000,5000000
30811,14655,1,일반종신,200810,13454,20,7,B,999912,1,80000000,84000,1000000
30812,14315,1,변액저축,200810,12335,999,1,B,999912,1,11000000,310000,3000000
30813,3033,5,변액CI,200810,11487,20,1,B,999912,1,70000000,107000,3000000
30814,14608,2,보장,200810,21115,10,1,B,206010,1,20000000,23780,1500000
30815,17399,5,일반종신,200810,9886,20,1,B,999912,1,50000000,70000,3000000
30816,19253,1,일반CI,200810,12522,15,2,B,999912,1,100000000,177600,3000000
30817,21708,0,일반CI,200810,12763,20,1,1,999912,1,30000000,110749,2000000
30818,20226,1,변액종신,200810,13284,20,1,B,999912,1,30000000,102650,3000000
30819,5177,2,변액종신,200810,14285,20,7,1,999912,1,20000000,148440,2000000
30820,6119,1,변액연금,200810,13868,7,1,B,999912,1,8400000,100155,2000000
30821,3381,2,일반종신,200810,21687,20,1,B,999912,1,70000000,109200,3000000
30822,6496,0,보장,200810,5155,20,7,1,207110,1,10000000,37700,0
30823,4564,0,변액연금,200810,6319,10,7,1,999912,1,13200000,110173,2000000
30824,15701,1,일반저축,200810,28902,10,1,J,202810,1,12000000,100000,5000000
30825,15701,0,일반저축,200810,28902,7,1,B,205110,1,8400000,100000,5000000
30826,2774,1,변액연금,200810,9195,5,7,B,999912,1,18000000,300390,5000000
30827,674,1,변액종신,200810,12638,20,1,B,999912,1,50000000,133500,3000000
30828,15701,1,정기,200810,28902,20,1,J,203810,1,26455030,50000,5000000
30829,11909,0,변액연금,200810,13875,5,7,B,999912,1,6000000,100082,4000000
30830,15701,1,일반저축,200810,28902,5,1,J,201810,1,6000000,100000,5000000
30831,6341,1,변액연금,200810,11578,5,1,E,999912,1,252000000,4200000,5000000
30832,3830,1,변액종신,200810,11269,20,1,B,999912,1,50000000,186600,3000000
30833,3148,0,일반CI,200810,13626,21,7,1,999912,1,25000000,146450,5000000
30834,15701,0,정기,200810,28902,20,1,J,207010,1,63472220,52000,5000000
30835,15701,0,정기,200810,28902,20,1,1,207110,1,117250000,51000,5000000
30836,7366,5,변액종신,200810,3676,20,1,J,999912,1,50000000,108825,3000000
30837,12489,2,변액종신,200810,650,20,1,B,999912,1,100000000,86000,5000000
30838,17206,0,변액종신,200810,13304,10,1,B,999912,1,46296300,150000,2000000
30839,11206,0,변액연금,200810,13563,10,1,B,999912,1,24000000,200402,1500000
30840,10467,2,일반CI,200810,12145,20,1,1,999912,1,60000000,131768,3000000
30841,11255,0,일반연금,200810,13863,10,1,B,999912,1,40800000,340646,3000000
30842,5498,5,변액연금,200810,22347,5,1,J,999912,1,43200000,720000,5000000
30843,1792,2,일반CI,200810,8723,20,1,I,999912,1,40000000,74360,3000000
30844,9061,5,일반CI,200810,5970,20,1,1,999912,1,60000000,154869,1000000
30845,12423,1,변액연금,200810,13941,20,7,B,999912,1,24000000,200660,2000000
30846,12357,5,변액종신,200810,13832,20,1,1,999912,1,30000000,120300,3000000
30847,3126,5,일반저축,200810,6833,10,1,B,201810,1,43200000,360000,3000000
30848,22158,21,정기,200810,12555,20,1,1,205110,1,50000000,65818,3000000
30849,15156,1,정기,200810,22189,20,1,B,204810,1,20000000,111334,3000000
30850,17962,1,변액연금,200810,10406,5,1,B,999912,1,90000000,1500000,3000000
30851,2765,0,변액종신,200810,9550,20,1,E,999912,1,240997670,320000,3000000
30852,22136,1,보장,200810,12860,5,1,B,204910,1,3000000,17580,1500000
30853,6290,1,일반CI,200810,9155,20,1,1,999912,1,50000000,178450,3000000
30854,1298,1,변액연금,200810,22069,5,1,B,999912,1,18000000,300000,3000000
30855,14366,0,어린이,200810,12735,7,1,2,203110,1,15000000,35300,2000000
30856,10915,1,일반CI,200811,29474,20,1,1,999912,1,30000000,155052,5000000
30857,410,1,일반저축,200811,12328,15,1,B,203511,1,12000000,100000,3000000
30858,12471,2,일반CI,200811,13715,20,1,1,999912,1,70000000,123160,5000000
30859,2007,2,일반CI,200811,28720,37,1,1,999912,1,40000000,72080,850000
30860,18418,1,일반CI,200811,14224,20,1,B,999912,1,70000000,270870,3000000
30861,13696,5,일반종신,200811,22586,10,1,B,999912,1,13000000,98590,3000000
30862,8758,1,일반CI,200811,13581,20,1,B,999912,1,50000000,153500,1500000
30863,13820,1,변액연금,200811,22081,3,1,B,999912,1,10800000,300345,3000000
30864,3794,2,변액연금,200811,13984,5,1,2,999912,1,18000000,300000,3000000
30865,8246,1,변액연금,200811,7076,7,1,B,999912,1,8400000,100194,3000000
30866,9101,1,변액종신,200811,13550,20,1,4,999912,1,200000000,270000,5000000
30867,12548,2,일반CI,200811,3552,40,1,1,999912,1,50000000,85737,1500000
30868,19683,1,변액저축,200811,4945,999,1,B,999912,1,20000000,500000,5000000
30869,7661,1,일반CI,200811,13883,20,1,1,999912,1,40000000,126113,2300000
30870,19320,1,변액종신,200811,24337,10,1,B,999912,1,81300810,100000,3000000
30871,1319,5,일반CI,200811,11021,20,7,1,999912,1,40000000,143600,5000000
30872,1066,1,변액종신,200811,14269,20,6,B,999912,1,30000000,93574,2700000
30873,12047,0,어린이,200811,2098,5,1,B,202911,1,25000000,50000,5000000
30874,16399,0,일반CI,200811,11329,20,1,B,999912,1,40000000,69340,3000000
30875,4332,2,일반CI,200811,6989,20,1,1,999912,1,70000000,154199,5000000
30876,3033,5,변액종신,200811,11487,20,1,B,999912,1,50500000,100724,1500000
30877,13457,3,변액연금,200811,13176,5,1,B,999912,1,30000000,500000,3000000
30878,3968,1,일반CI,200811,13917,20,1,1,999912,1,70000000,247740,5000000
30879,19910,1,일반종신,200811,13168,20,1,B,999912,1,100000000,140000,2000000
30880,4705,0,정기,200811,12720,20,1,1,205411,1,51889000,51171,3000000
30881,738,0,어린이저축,200811,13936,5,1,B,203111,1,6000000,111888,2500000
30882,919,1,변액연금,200811,14122,5,1,B,999912,1,67200000,1121411,10000000
30883,17571,1,일반종신,200811,8138,20,7,J,999912,1,20000000,86900,1500000
30884,12922,2,변액CI,200811,24576,20,1,B,999912,1,75000000,232196,3000000
30885,19944,1,보장,200811,12874,15,4,1,205211,1,5000000,49600,0
30886,2908,1,일반CI,200811,20519,20,1,B,999912,1,35000000,157147,3000000
30887,8431,0,변액연금,200811,29736,5,1,2,999912,1,60000000,1000000,5000000
30888,527,1,일반CI,200811,13253,20,1,1,999912,1,30000000,166359,2000000
30889,9693,5,변액연금,200811,27831,10,1,1,999912,1,12000000,100195,3000000
30890,8299,1,변액CI,200811,13198,25,1,J,999912,1,50000000,153033,2000000
30891,12120,0,어린이,200811,13905,7,1,2,202811,1,20000000,50700,2000000
30892,7739,0,어린이,200811,10814,10,1,B,202411,1,25000000,52600,3000000
30893,19446,0,보장,200811,11161,20,4,B,203811,1,5000000,69050,0
30894,19446,0,보장,200811,11161,20,4,J,206511,1,5000000,28400,0
30895,12441,1,변액연금,200811,9816,5,1,B,999912,1,6000000,100000,800000
30896,13187,2,일반CI,200811,25578,20,1,1,999912,1,50000000,133850,3000000
30897,20822,1,보장,200811,7230,20,1,B,204211,1,20000000,47917,2000000
30898,8728,5,일반CI,200811,13693,20,1,B,999912,1,50000000,126310,2000000
30899,13493,1,변액저축,200811,28242,999,1,B,999912,1,20000000,300000,2000000
30900,8535,0,어린이저축_변액,200811,1024,999,1,B,999912,1,10000000,201595,3000000
30901,18016,1,변액종신,200811,25850,15,1,B,999912,1,50000000,100000,2000000
30902,558,1,일반CI,200811,12237,31,1,1,999912,1,20000000,95821,1500000
30903,4078,1,일반CI,200811,27013,20,1,1,999912,1,70000000,148710,1000000
30904,12254,5,변액CI,200811,8094,27,1,J,999912,1,70000000,203200,2000000
30905,21460,1,변액연금,200811,13720,5,1,2,999912,1,18000000,300000,3000000
30906,8759,2,어린이,200811,26774,5,1,B,203411,1,25000000,46450,5000000
30907,8759,5,일반CI,200811,26774,20,1,B,999912,1,120000000,377700,5000000
30908,10097,5,변액연금,200811,23436,5,1,B,999912,1,18000000,300000,3000000
30909,17219,0,일반CI,200811,10693,20,1,1,999912,1,50000000,140100,3000000
30910,22078,1,변액연금,200811,2665,5,1,B,999912,1,12000000,200000,3000000
30911,9775,1,일반연금,200811,14301,5,1,2,999912,1,30000000,500000,3000000
30912,3255,1,변액저축,200811,28242,999,1,B,999912,1,20000000,312500,3000000
30913,21306,1,일반CI,200811,14328,20,1,B,999912,1,30000000,100850,3000000
30914,21306,0,일반CI,200811,14328,20,1,B,999912,1,50000000,193300,3000000
30915,12001,5,정기,200811,6112,20,1,E,204811,1,200000000,248423,3000000
30916,10037,1,변액종신,200811,13552,20,1,1,999912,1,100000000,119000,1500000
30917,10859,1,변액CI,200811,9033,20,1,1,999912,1,42548000,70001,3000000
30918,1567,0,어린이,200811,5342,10,7,B,202911,1,25000000,36750,3000000
30919,13164,2,보장,200811,14242,20,4,1,206411,1,5000000,21650,0
30920,11675,0,변액저축,200811,9678,999,1,B,999912,1,25000000,1000000,3000000
30921,5906,2,어린이저축,200811,13255,5,1,B,202111,1,6000000,115392,5000000
30922,10862,5,일반CI,200811,13598,20,1,B,999912,1,30000000,141865,3000000
30923,3550,1,보장,200811,12883,20,4,1,206511,1,5000000,16650,0
30924,9872,1,변액연금,200811,31508,5,5,2,999912,1,9000000,150000,0
30925,2847,5,일반CI,200811,7541,20,1,B,999912,1,40000000,73999,3000000
30926,2755,1,일반CI,200811,5196,20,7,E,999912,1,50000000,178200,3000000
30927,13706,1,정기,200811,7929,20,1,J,203211,1,30000000,122467,1000000
30928,3643,2,일반CI,200811,14317,20,1,1,999912,1,35000000,89234,4000000
30929,21344,1,일반CI,200811,31056,10,1,1,999912,1,30000000,127240,1000000
30930,16663,1,어린이,200811,14052,10,1,1,203905,1,20000000,26800,3000000
30931,11778,0,정기,200811,10637,20,7,J,203611,1,20000000,121440,2000000
30932,9872,1,변액연금,200811,31508,5,5,2,999912,1,9000000,150000,0
30933,2384,0,변액CI,200811,11384,20,1,B,999912,1,30000000,108967,3000000
30934,12990,1,변액연금,200811,8793,5,1,2,999912,1,15000000,250000,5000000
30935,3449,1,변액연금,200811,13827,15,1,1,999912,1,42000000,351327,3000000
30936,8272,1,정기,200811,9614,20,1,B,205011,1,40000000,51937,2000000
30937,6557,21,일반CI,200811,14134,20,1,J,999912,1,42746000,79443,3000000
30938,766,0,일반연금,200811,13519,15,1,1,999912,1,12000000,100358,2500000
30939,11972,1,변액저축,200811,12800,999,2,1,999912,1,34000000,1000000,4000000
30940,5791,2,변액CI,200811,22335,20,1,E,999912,1,80000000,179513,3000000
30941,8624,1,일반저축,200811,12830,5,1,B,202811,1,9000000,150000,3500000
30942,2006,2,변액CI,200811,13677,20,1,1,999912,1,50000000,159980,3500000
30943,2006,5,변액CI,200811,13677,20,1,1,999912,1,30000000,84060,3500000
30944,8966,1,일반연금,200811,14219,10,1,I,999912,1,144000000,1202520,5000000
30945,14421,1,변액종신,200811,4201,31,1,1,999912,1,80000000,157038,2000000
30946,17653,0,변액종신,200811,11896,25,1,B,999912,1,100000000,186000,4000000
30947,3571,2,변액CI,200811,20482,20,1,B,999912,1,50000000,122800,5000000
30948,6052,1,일반CI,200811,12787,23,7,B,999912,1,30000000,136860,3000000
30949,2313,1,보장,200811,2732,20,1,1,204111,1,20000000,91076,2500000
30950,12388,1,변액연금,200811,22824,3,1,B,999912,1,10800000,300258,2500000
30951,12269,0,일반CI,200811,7220,30,1,B,999912,1,30000000,128470,2000000
30952,132,1,변액연금,200811,27299,5,1,B,999912,1,18000000,300000,4000000
30953,7205,1,변액종신,200811,6378,20,1,E,999912,1,65000000,154700,3000000
30954,16906,2,일반저축,200811,5518,5,7,2,202011,1,18000000,300000,1500000
30955,5605,5,일반연금,200811,14131,7,1,B,999912,1,16800000,200320,5000000
30956,4595,0,일반CI,200811,22442,17,1,B,999912,1,30000000,189450,3000000
30957,454,0,보장,200811,11206,20,4,E,206911,1,5000000,36050,0
30958,18655,2,일반종신,200811,12101,20,1,1,999912,1,35000000,171310,5000000
30959,12770,21,일반CI,200811,13324,20,1,1,999912,1,100000000,268001,5000000
30960,4595,0,일반종신,200811,22442,20,1,4,999912,1,30000000,142450,3000000
30961,4595,0,어린이,200811,22442,20,1,J,202911,1,10000000,18500,3000000
30962,4595,0,어린이,200811,22442,20,1,J,202911,1,10000000,18500,3000000
30963,22192,2,어린이,200811,22480,10,1,B,203811,1,25000000,37200,2000000
30964,17653,0,일반CI,200811,11896,25,1,B,999912,1,50000000,175250,4000000
30965,22191,1,변액종신,200811,13686,20,6,1,999912,1,30000000,152300,2000000
30966,1572,0,어린이,200811,2649,10,1,B,202911,1,25000000,38950,2000000
30967,14612,1,변액연금,200811,12832,5,1,E,999912,1,21000000,350287,3000000
30968,6558,2,어린이,200811,4379,20,1,B,203811,1,25000000,27050,2000000
